model,macro_auroc,macro_auprc,macro_f1,micro_auroc,micro_auprc,micro_f1
DenseNet-121,0.7826405885831488,0.29972029508689907,0.35530802930869226,0.8061081971946276,0.3187325926562393,0.40045949600849196
ViT-B/16,0.7543578687369632,0.26382378299272385,0.3198174028550569,0.7756101558792674,0.28502283888438346,0.3775771888900158
